unique_url,url_class
owntheworld.com,Portal Sites
hiddenamerica.com,General News
riverboatcasino.com,Gambling
mdori.com,Online Shopping
find-filth.com,Pornography
rivalreport.com,UNKNOWN
searching-4.com,Internet Services
ojak.com,UNKNOWN
patientsactionnetwork.org,Health
rateinteractive.com,UNKNOWN
ktx.com,Games
cusimano.com,Business
allyouraction.com,UNKNOWN
valuestockfinder.com,Stock Trading
pet-portraits.net,Marketing/Merchandising
freeclubs.net,Portal Sites
digivisions.com,UNKNOWN
onlysilviasaint.com,Pornography
erotic-pornstars.com,Pornography
nastypussy.com,Malicious Sites
finegame.com,Games
megaxxxlist.com,Pornography
wbru.com,Entertainment
unclegals.com,Pornography
psycheducation.org,Health
dragonfly.net,Weapons
peerpeer.com,UNKNOWN
deadbodies.org,Chat
nofxofficialsite.com,UNKNOWN
honya-town.co.jp,Online Shopping
date4life.info,Pornography
elosboa.com,General News
burdinesflorida.com,Online Shopping
summerrx.com,Malicious Sites
amovie-posters.com,Online Shopping
lizziehigh.com,Marketing/Merchandising
jobfind.com,Job Search
paper-doll.com,Online Shopping
bedandbath.com,Online Shopping
freeporno.gr,Pornography
xxxgayvdo.com,Pornography
stop.net.ru,Pornography
web-site-power-promoters.com,Internet Services
anythingleft-handed.co.uk,Online Shopping
nevadabob.co.uk,Sports
interads.co.uk,Business
americanlongevity.us,Health
britnyspears.com,Pornography
fishernews.org,General News
morrowind-mods.com,Games
refco.com,Finance/Banking
crack-locator.info,Pornography
67.8.92.25,UNKNOWN
mindexsoft.com,UNKNOWN
1039thex.com,Parked Domain
collegepreppies.com,Pornography
livingwordbroadcast.org,Religion/Ideologies
usavisanow.com,Government/Military
autobild.de,Motor Vehicles
chilly-hippo.co.uk,Internet Services
66.66.69.243,UNKNOWN
cycleevent.com,Marketing/Merchandising
adoreanjali.com,Pornography
halflife.ru,Games
searchdude.us,UNKNOWN
save187.com,Malicious Sites
navigatormaps.com,Public Information
pcinternetpatrol.com,Business
seacoastnh.com,Travel
hawaiianseatcovers.com,Marketing/Merchandising
myfreepornsite.com,Malicious Sites
goingwiththeflowtools.info,UNKNOWN
lincolntimesnews.com,General News
tinyshop.com,Online Shopping
shooterscatalogue.com,Online Shopping
guidantfinancial.com,Finance/Banking
merrilleducation.com,Education/Reference
probass.net,Portal Sites
morrisonhomes.com,Online Shopping
amateurappeal.com,Pornography
laughingsisters.com,Online Shopping
ultimate-movie.com,Entertainment
vandals.com,Entertainment
geneontology.org,Education/Reference
boobclips.com,Malicious Sites
berksmontnews.com,General News
minipigs.org,Non-Profit/Advocacy/NGO
uaf.com,Real Estate
x2z.com,Portal Sites
hshock.com,Pornography
adulterotica.org,Pornography
cpai.com,Finance/Banking
poolerz.com,UNKNOWN
tranny-ranch.net,Pornography
knrs.com,Internet Radio/TV
pekao24.pl,Finance/Banking
211.194.1.40,UNKNOWN
x-mature.us,Potential Criminal Activities
protrafic.com,Finance/Banking
thumbnail-pictures.net,Pornography
hellacron.com,UNKNOWN
byke.com,Web Mail
lithia.com,Motor Vehicles
lazycloud.com,Travel
puertoricocar.net,Travel
druze.com,Non-Profit/Advocacy/NGO
williamhiggins.net,Pornography
ffward.net,Pornography
realitypass.com,Pornography
valuablecdroms.com,UNKNOWN
throwbacks.com,Parked Domain
vimmslair.com,Games
globerecords.com,Entertainment
martiworkshop.com,Software/Hardware
4freedrunkgirls.com,Pornography
compudyne.com,Real Estate
djsupert.com,Marketing/Merchandising
smut-traffic.com,Pornography
vsisoftware.com,Software/Hardware
towerandassociates.com,Finance/Banking
modares.ac.ir,Education/Reference
fightingfelines.com,Pornography
digitalkings.com,Online Shopping
fotango.com,Entertainment
preschoolcurriculum.com,Education/Reference
fuckbyblack.com,Pornography
mentor4me.com,Fashion/Beauty
queerporn.net,Pornography
pervert18s.com,Pornography
livingbetter-carrie.com,UNKNOWN
bigcockfuckinghard.com,Pornography
netlearning.com,Education/Reference
porn-links-archive.net,Pornography
finallyeighteen.com,Pornography
activewebhosting.net,Internet Services
digitalcity.com.com,Software/Hardware
digitalegroup.com,Internet Services
serviadultos.com,Pornography
ec-force.com,Parked Domain
lovewhatido.com,Fashion/Beauty
scbroncos.com,Sports
canalfinanceiro.com,Parked Domain
domained.com,Internet Services
dynamicstats.com,Sports
thesafelistnetworkiv.com,UNKNOWN
dollsnheat.com,Pornography
teenpoetry.org,Entertainment
jraymcdermott.com,Business
getofftoagreatstart.com,UNKNOWN
razzi.com,Marketing/Merchandising
thinklongandhard.com,Nudity
kermitage.com,Entertainment
theotokos.org.uk,Religion/Ideologies
axess.com.tr,Finance/Banking
clevelandflights.com,UNKNOWN
sexyflorie.net,Pornography
lesbian-teen-pussy.com,Pornography
spmusical.com,UNKNOWN
efragrance.com.au,Online Shopping
055334466.co.il,Pornography
data-recovery-software.net,Software/Hardware
broadbandpublisher.com,Business
indianapaging.com,Business
dvfbysamsung.com,UNKNOWN
globalquesttravel.com,Travel
centrist.org,UNKNOWN
petforsale.com,Online Shopping
coloradoboarder.com,Online Shopping
othervoices.org,Art/Culture/Heritage
weblaopera.com,Entertainment
acircularmotive.net,UNKNOWN
172.179.78.19,UNKNOWN
mistress-elizabeth.com,Pornography
mizrak.com,Online Shopping
gonzo-teens.com,Pornography
goagil.com,Entertainment
ekz.ru,Parked Domain
lululand.com,Personal Pages
mheinc.com,Real Estate
skimaps.com,Travel
kitab.az,Education/Reference
lasermeters.com,Software/Hardware
odn.ne.jp,Portal Sites
believe-in-jesus.com,Religion/Ideologies
triple-sranch.com,Marketing/Merchandising
uwindsor.ca,Education/Reference
prideofmanchester.com,General News
yalesecurity.com,Real Estate
66.111.39.230,UNKNOWN
bbw-fatgirls.com,Pornography
ibm.net.il,Business
cheap-textbooks.com,Online Shopping
778.ru,UNKNOWN
myfreefox.com,UNKNOWN
kerrymart.com,Politics/Opinion
aziende.it,Portal Sites
novaone.net,Business
sarahslean.com,Entertainment
meetholland.com,Internet Services
incest-reality.com,Pornography
allfetishhardcore.com,Pornography
viethenho.com,Parked Domain
nashie.net,Portal Sites
skilletlicker.com,Online Shopping
parenthub.com,Health
teen-blow-jobs.info,Pornography
69.132.55.4,UNKNOWN
nirvana1.de,Entertainment
thereeftank.com,Marketing/Merchandising
fifcaijn.info,UNKNOWN
hokkai.or.jp,Internet Services
theexcuseonline.com,Pornography
apornslut.com,Pornography
gaymensmall.com,Pornography
basegear.com,Online Shopping
acmela.com,Dating/Personals
transexual-fucking.com,Pornography
ebidderz.com,Auctions/Classifieds
marketinglicense.com,Software/Hardware
silverchair.nu,Entertainment
netfopets.com,Entertainment
blackbeat.co.kr,UNKNOWN
goprayer.com,Religion/Ideologies
bid-best-auction.com,UNKNOWN
thenetworxs.com,Online Shopping
multimedia-software.org,UNKNOWN
lostsquadron.com,Online Shopping
i-ology.com,Business
herpeshealth.com,Health
ppctrust.com,Finance/Banking
maturefriendfinder.com,Pornography
incestpower.com,Pornography
littlelfarm.com,Marketing/Merchandising
search-climbers.net,Spyware/Adware/Keyloggers
frightfest.com,Entertainment
tampaguide.com,Public Information
dreamit.be,Travel
dallasjobs.com,Job Search
go2prosperity.biz,UNKNOWN
freesexru.com,Pornography
teamduze.com,Online Shopping
renesas.com,Business
bargaintimesblast.com,Online Shopping
205.209.172.230,Internet Services
migratemate.com,Blogs/Wiki
rxp2photo.co.uk,Art/Culture/Heritage
collectionect.com,Parked Domain
sis-handball.de,Sports
arnoldarms.com,Online Shopping
standforisrael.org,Politics/Opinion
aaahv.com,Travel
homesight.org,Real Estate
pafko.com,Portal Sites
greylockassociates.com,Internet Services
techeye.it,Online Shopping
booherconsultants.com,Education/Reference
customizedstickers.com,Online Shopping
comparisonmarket.biz,UNKNOWN
thebrazos.com,Entertainment
mp3towav.org,Shareware/Freeware
jolleys.net,Online Shopping
saigoncasino.com,Gambling
gunnisonshopper.com,General News
dynamicmailcom.com,Software/Hardware
ethnicaction.com,Pornography
mathematical.com,Personal Pages
scat-x.com,Pornography
homeentertainmentevents.com,Business
bengies.com,Recreation/Hobbies
shibasports.com,Sports
baberatings.com,Nudity
drhurwitz.com,Health
healthmatchbc.org,Job Search
latigona.com,Finance/Banking
4commercials.com,UNKNOWN
fantasyhunt.com,Games
ehelp.com,Online Shopping
dyzyh.com,UNKNOWN
dailydirtydozen.com,Pornography
aeiperformance.com,Marketing/Merchandising
datamine.info,Portal Sites
aragdirect.com,Education/Reference
spd.de,Politics/Opinion
hpe-learning.com,Business
health-in-action.org,Health
gotwoot.net,Entertainment
jimsmarine.com,Marketing/Merchandising
c21houseofrealty.com,Public Information
172.171.196.154,UNKNOWN
servecast.net,Internet Services
ihporn.com,Pornography
bruins.at,Sports
cracked-it.com,Games
normalsoftball.org,UNKNOWN
macbethessays.com,School Cheating Information
trafficlights.com,Online Shopping
wshu.org,General News
vote2004today.com,Spyware/Adware/Keyloggers
time4sluts.com,Pornography
livechics.com,Malicious Sites
net-translations.com,Marketing/Merchandising
voxfm.com,Entertainment
custodyconsultant.com,Business
blackgirlwhiteguy.com,Pornography
achildsdream.com,Online Shopping
familiarecords.com,Violence
wisher-lures.com,Marketing/Merchandising
204.211.175.26,UNKNOWN
gregcumberford.com,UNKNOWN
yourtanningdaze.com,Fashion/Beauty
skinvet.com,Marketing/Merchandising
ecstasy-movies.com,Pornography
ratical.com,Politics/Opinion
beatpsoriasis.com,Health
nflcflfutures-secure.com,Sports
spinella-jaffelaw.com,UNKNOWN
virtualcity.de,Entertainment
for-hosting.com,UNKNOWN
radiohc.org,General News
mobile-mates.co.uk,Mobile Phone
clickevolution.net,UNKNOWN
gruppotnt.com,UNKNOWN
telproinc.com,Blogs/Wiki
ratemds.com,Health
mynakedspace.com,Business
multiply-money.com,UNKNOWN
lgsframing.com,Real Estate
sexypink.com,Pornography
128.2.150.162,UNKNOWN
1201music.com,Entertainment
anyway.com.au,UNKNOWN
beastyporn.com,Pornography
rolltidefan.net,Sports
24.26.135.167,UNKNOWN
east-siberia.ru,Public Information
naughtymagz.com,Pornography
homeschoolforms.com,Education/Reference
intellectbooks.com,Art/Culture/Heritage
216.198.225.101,UNKNOWN
ecuaventura.com,Travel
ugotthong.com,Pornography
nextalk.net,Messaging
xpres-net.com,Entertainment
nbn.com.lb,Business
adultmovieseries.com,Pornography
shivajipark.com,Portal Sites
cohandball.com,Sports
showcasegalleries.com,Travel
69.132.65.36,UNKNOWN
pink-skoochie.org,UNKNOWN
divinaslatinas.com,Malicious Sites
cute-girls-xxx.com,Pornography
upmark.ru,Marketing/Merchandising
autokatalog.net,Marketing/Merchandising
usahud.com,Business
nwlove.com,Dating/Personals
kelloggs-nutricion.com,Health
scoutcrawl.com,Portal Sites
coloroll.net,Real Estate
thebigsmoker.co.uk,Forum/Bulletin Boards
the-home-business-success-ezine.com,UNKNOWN
american-churches.com,Dating/Personals
knowgangs.com,Public Information
trinityatl.org,Religion/Ideologies
coltsneckschools.org,Education/Reference
marketquiz.com,Internet Services
pimproll.com,Pornography
faithworks.com,Art/Culture/Heritage
hornysausage.com,Pornography
discovercard.com,Business
dcba.org,Non-Profit/Advocacy/NGO
essopowerplay.com,Business
pinupfiles.com,Pornography
68.118.139.185,UNKNOWN
sunless.com,Entertainment
mexico.org.pe,Government/Military
tu-harburg.de,Education/Reference
movingpages.org,Business
68.80.122.50,UNKNOWN
niccosmo.com,Internet Services
altmp3.ru,Online Shopping
ghfmkting.net,UNKNOWN
theflashingbartender.com,Pornography
gothicsociety.net,Fashion/Beauty
pantyhose--pics.com,Pornography
24.169.123.91,UNKNOWN
shizzlebikes.com,Online Shopping
beactiveamerica.org,Health
cantdodiddly.com,UNKNOWN
confused.co.uk,Finance/Banking
incest.st,Extreme
create3dspins.com,UNKNOWN
radio-wizard.com,Entertainment
turbogrill.com,Health
strang.com,Religion/Ideologies
lbirealestate.com,Real Estate
eastenders.com,Web Mail
redshield.org,Education/Reference
mailorder2000.co.uk,Online Shopping
whosyahdaddy.com,Pornography
momentum.se,Business
ronlund.com,Online Shopping
surgent.com,Finance/Banking
islington.org.uk,Business
service-manuals-guides.com,Online Shopping
egdcltd.com,Blogs/Wiki
nazee.net,Internet Services
childhealthmonitor.org,Humor/Comics
port33.ru,Internet Services
artandnature.com,Art/Culture/Heritage
dream-comix.com,Potential Criminal Activities
dropshipperz.com,UNKNOWN
mailersoftware.com,Technical/Business Forums
lisafoxx.com,Pornography
ecards-r-us.com,Digital Postcards
starasiatravel.com,Travel
le-parkour.com,Sports
hardnhorny.com,Pornography
smalltitsgirl.net,UNKNOWN
insideschools.org,Non-Profit/Advocacy/NGO
kzoo.edu,Education/Reference
rockproducts.com,Forum/Bulletin Boards
importshark.com,Marketing/Merchandising
myvirtualcard.com,Business
dancinghorse.com,UNKNOWN
bbselect.com,Travel
adcyclone.com,Internet Services
hot1047.com,Entertainment
homebusinesses.com,Parked Domain
bookings.es,Travel
malaysiaporn.net,Pornography
scribeoz.com,Pornography
mpowercom.net,Software/Hardware
mil.ph,Government/Military
mediaforest.net,Marketing/Merchandising
mil.pl,UNKNOWN
pregnancy-info.net,Malicious Sites
musik.is,Entertainment
gamemag.ru,General News
angryalien.com,Personal Pages
gestalt.org,Health
209dvd.us,Marketing/Merchandising
wbrnashvilleeteam.com,Entertainment
bukkakegames.com,Pornography
candyspage.info,Pornography
catholicdoctors.org.uk,Education/Reference
cobrainsurance.com,Finance/Banking
mylifeisbeer.com,Personal Pages
verybigdicks.com,Pornography
pornindustrynews.com,Pornography
ayomedia.net,Business
nemexinc.com,Business
pyra.com,Business
sonmomfilm.com,Pornography
flockfinder.com,Religion/Ideologies
4close.com,Stock Trading
dominationfantasies.com,Pornography
sexenigmatgp.com,Pornography
brewsteradventures.com,Travel
selectjeeps.com,Motor Vehicles
liquidmatrix.org,Portal Sites
thecgisite.com,Internet Services
compar.com,Internet Services
itparade.com,Online Shopping
baprivateschools.com,Education/Reference
redot.info,Education/Reference
pond.com,Personal Pages
cents-iblenews4you.com,UNKNOWN
atlantis.edu,Education/Reference
amateurtail.com,Pornography
bodywerks.com,Marketing/Merchandising
enjoyrome.com,Travel
duke-energy.com,Business
kgphotos.com,Software/Hardware
sexytgp.net,Pornography
thhotels.com,Travel
reagi.org,UNKNOWN
cruising4cash.com,Pornography
religare.ru,Religion/Ideologies
net2ftp.com,Personal Network Storage
cshusa.com,Finance/Banking
goqwick.com,UNKNOWN
fihu-diagnostico.org.pe,Non-Profit/Advocacy/NGO
automatrix.com,Internet Services
headliners.com,Parked Domain
giganetmall.com,Online Shopping
caraudioexperts.com,Business
toobing.com,Recreation/Hobbies
jewelryaz.com,Auctions/Classifieds
brasilcamgirls.com,Pornography
unn.ac.ru,Education/Reference
clarksvillegw.com,Forum/Bulletin Boards
best-appz.com,Pornography
bluestraveler.net,Entertainment
russianmatures.com,Pornography
meladinhas.com,Pornography
kindercritters.com,Education/Reference
empirical.com,Internet Services
realdarkfetish.net,Pornography
e-learningcentre.co.uk,Education/Reference
xelector.com,Finance/Banking
devonheaven.com,Marketing/Merchandising
freehungstuds.com,Pornography
sexcamcentral.com,Pornography
korobki.net,UNKNOWN
vfma.org,UNKNOWN
aussie-slots.com,Games
66.125.193.154,UNKNOWN
all-gay-teens-pics.com,Pornography
pcgear.com,Software/Hardware
signaturesofsuccess.com,Parked Domain
lotto-pick3.com,Gambling
gulftelephone.com,Internet Services
americanidolfantasiabarrino.com,Forum/Bulletin Boards
bizarre-insertion-object.com,Pornography
christi-taylor-model.com,Pornography
desicomedy.com,Entertainment
invacare.com,Health
voicesofcivilrights.org,Education/Reference
techfgclub.com,UNKNOWN
hamertoyota.com,Motor Vehicles
data2gold.com,Business
nitro-travel.co.uk,Online Shopping
maleamateurvideos.com,Pornography
lasereyecenter.com,Health
bodydynamicsinc.net,Online Shopping
vineyardbank.com,Finance/Banking
stoneponyonline.com,Entertainment
ztomb.com,Spyware/Adware/Keyloggers
theinfinitemind.com,Health
sirodinc.com,Sports
cypherbluepill.net,UNKNOWN
ronthepoet.org,Religion/Ideologies
196.40.22.10,Internet Services
196.40.22.13,UNKNOWN
free-teens-pics.us,Pornography
upcomingmovies.com,Entertainment
liqueurweb.com,Alcohol
ramencity.com,Health
pmagroup.com,Finance/Banking
simonel.com,Online Shopping
postalvault.com,Online Shopping
doctor-ozon.ru,Health
194.206.113.7,UNKNOWN
4xrated.com,Pornography
charlestown.com,UNKNOWN
metamotion.com,Software/Hardware
vidadeexito.com,UNKNOWN
lebanonwire.com,General News
canon.com.my,Software/Hardware
independent529plan.org,Education/Reference
ironharddicks.com,Pornography
tse-cdnx.com,Stock Trading
holidayuk.co.uk,Travel
sailorcomet.com,UNKNOWN
winzurf.co.nz,Sports
ae21vek.ru,UNKNOWN
coloradohistory.org,Education/Reference
sweet-sentiment.com,Online Shopping
ssgrafix.com,Blogs/Wiki
peiplay.com,Portal Sites
pjvault.com,Entertainment
cc-ob.org,Non-Profit/Advocacy/NGO
fightinggravity.com,Entertainment
superqpanama.com,Travel
gracehits.net,Internet Services
bicyclesafe.com,Public Information
casatime.com,UNKNOWN
p-news.com,Parked Domain
bladewholesale.com,UNKNOWN
68.14.51.60,UNKNOWN
pxdngamer.com,Games
wildlist.org,Information Security
animalkits.be,Potential Criminal Activities
ichos.com,Internet Services
waterworldrec.com,Restaurants
zc.bz,Internet Services
palaceplanet.net,General News
absimaging.com,Software/Hardware
colarity.us,Internet Services
freelife.tv,Finance/Banking
webbizmarket.com,UNKNOWN
knoxville.com,General News
nowok.net,Entertainment
bocawebcam.com,Public Information
lollyteen.com,Pornography
opera.it,Entertainment
newyorkjob.com,Job Search
vividot.com,Business
championsidecars.com,Recreation/Hobbies
brandnewrock.com,Entertainment
jgds.com,Business
affiliatesshowcase.com,UNKNOWN
buffalojobfinder.com,Job Search
bfgoodrich.com,Online Shopping
tomandsylvie.com,Software/Hardware
worksourcefl.com,Job Search
africaelephants.com,Travel
calgourd.com,Non-Profit/Advocacy/NGO
omniadmin.com,Business
naturalpose.com,Extreme
doki.tv,Education/Reference
gmperqs.com,Online Shopping
tonsoffreevideo.com,Pornography
impactbrass.com,Real Estate
phogex.com,UNKNOWN
argusauto.com,Auctions/Classifieds
mohawk-flooring.com,Real Estate
66.67.146.231,UNKNOWN
nicheonline.com,Fashion/Beauty
man1bank0.com,Entertainment
205.180.85.40,Content Server
harekrsna.cz,Religion/Ideologies
bigdicks-tightchicks.com,Pornography
